snapshot_id,agent_id,version,published_at,source_order,tool_name,description_chars,schema_chars,parameter_count,required_parameter_count,source,description,schema_json
claude-code/1.0.18,claude-code,1.0.18,2025-06-09T23:27:59.204Z,10,TodoRead,976,302,0,0,trace,"Use this tool to read the current to-do list for the session. This tool should be used proactively and frequently to ensure that you are aware of
the status of the current task list. You should make use of this tool as often as possible, especially in the following situations:
- At the beginning of conversations to see what's pending
- Before starting new tasks to prioritize work
- When the user asks about previous tasks or plans
- Whenever you're uncertain about what to do next
- After completing tasks to update your understanding of remaining work
- After every few messages to ensure you're on track

Usage:
- This tool takes in no parameters. So leave the input blank or empty. DO NOT include a dummy object, placeholder string or a key like ""input"" or ""empty"". LEAVE IT BLANK.
- Returns a list of todo items with their status, priority, and content
- Use this information to track progress and plan next steps
- If no todos exist yet, an empty list will be returned","{""$schema"": ""http://json-schema.org/draft-07/schema#"", ""additionalProperties"": false, ""description"": ""No input is required, leave this field blank. NOTE that we do not require a dummy object, placeholder string or a key like \""input\"" or \""empty\"". LEAVE IT BLANK."", ""properties"": {}, ""type"": ""object""}"
claude-code/1.0.18,claude-code,1.0.18,2025-06-09T23:27:59.204Z,11,TodoWrite,8845,558,1,1,trace,"Use this tool to create and manage a structured task list for your current coding session. This helps you track progress, organize complex tasks, and demonstrate thoroughness to the user.
It also helps the user understand the progress of the task and overall progress of their requests.

## When to Use This Tool
Use this tool proactively in these scenarios:

1. Complex multi-step tasks - When a task requires 3 or more distinct steps or actions
2. Non-trivial and complex tasks - Tasks that require careful planning or multiple operations
3. User explicitly requests todo list - When the user directly asks you to use the todo list
4. User provides multiple tasks - When users provide a list of things to be done (numbered or comma-separated)
5. After receiving new instructions - Immediately capture user requirements as todos. Feel free to edit the todo list based on new information.
6. After completing a task - Mark it complete and add any new follow-up tasks
7. When you start working on a new task, mark the todo as in_progress. Ideally you should only have one todo as in_progress at a time. Complete existing tasks before starting new ones.

## When NOT to Use This Tool

Skip using this tool when:
1. There is only a single, straightforward task
2. The task is trivial and tracking it provides no organizational benefit
3. The task can be completed in less than 3 trivial steps
4. The task is purely conversational or informational

NOTE that you should not use this tool if there is only one trivial task to do. In this case you are better off just doing the task directly.

## Examples of When to Use the Todo List

<example>
User: I want to add a dark mode toggle to the application settings. Make sure you run the tests and build when you're done!
Assistant: I'll help add a dark mode toggle to your application settings. Let me create a todo list to track this implementation.
*Creates todo list with the following items:*
1. Create dark mode toggle component in Settings page
2. Add dark mode state management (context/store)
3. Implement CSS-in-JS styles for dark theme
4. Update existing components to support theme switching
5. Run tests and build process, addressing any failures or errors that occur
*Begins working on the first task*

<reasoning>
The assistant used the todo list because:
1. Adding dark mode is a multi-step feature requiring UI, state management, and styling changes
2. The user explicitly requested tests and build be run afterward
3. The assistant inferred that tests and build need to pass by adding ""Ensure tests and build succeed"" as the final task
</reasoning>
</example>

<example>
User: Help me rename the function getCwd to getCurrentWorkingDirectory across my project
Assistant: Let me first search through your codebase to find all occurrences of 'getCwd'.
*Uses grep or search tools to locate all instances of getCwd in the codebase*
Assistant: I've found 15 instances of 'getCwd' across 8 different files. Let me create a todo list to track these changes.
*Creates todo list with specific items for each file that needs updating*

<reasoning>
The assistant used the todo list because:
1. First, the assistant searched to understand the scope of the task
2. Upon finding multiple occurrences across different files, it determined this was a complex task with multiple steps
3. The todo list helps ensure every instance is tracked and updated systematically
4. This approach prevents missing any occurrences and maintains code consistency
</reasoning>
</example>


<example>
User: I need to implement these features for my e-commerce site: user registration, product catalog, shopping cart, and checkout flow.
Assistant: I'll help implement these features. First, let's add all the features to the todo list.
*Creates a todo list breaking down each feature into specific tasks based on the project architecture*
Assistant: Let's start with user registration. This will involve creating database models, API endpoints, and frontend forms that integrate with your existing authentication system.

<reasoning>
The assistant used the todo list because:
1. The user provided multiple complex features to implement in a comma separated list
2. The todo list helps organize these large features into manageable tasks
3. This approach allows for tracking progress across the entire implementation
</reasoning>
</example>

<example>
User: Can you help optimize my React application? It's rendering slowly and has performance issues.</user>
Assistant: I'll help optimize your React application. First, let me examine your codebase to identify potential performance bottlenecks.
*Reviews component structure, render patterns, state management, and data fetching*
Assistant: After analyzing your codebase, I've identified several performance issues. Let me create a todo list to track our optimization efforts.
*Creates todo list with items like: 1) Implement memoization for expensive calculations in ProductList, 2) Add virtualization for long lists in Dashboard, 3) Optimize image loading in Gallery component, 4) Fix state update loops in ShoppingCart, 5) Review bundle size and implement code splitting*
Let's start by implementing memoization for the expensive calculations in your ProductList component.</assistant>

<reasoning>
The assistant used the todo list because:
1. First, the assistant examined the codebase to identify specific performance issues
2. Based on this analysis, it identified multiple optimization opportunities
3. Performance optimization is a non-trivial task requiring multiple steps
4. The todo list helps methodically track improvements across different components
5. This systematic approach ensures all performance bottlenecks are addressed
</reasoning>
</example>

## Examples of When NOT to Use the Todo List

<example>
User: How do I print 'Hello World' in Python?
Assistant: In Python, you can print ""Hello World"" with this simple code:

python
print(""Hello World"")

This will output the text ""Hello World"" to the console when executed.</assistant>

<reasoning>
The assistant did not use the todo list because this is a single, trivial task that can be completed in one step. There's no need to track multiple tasks or steps for such a straightforward request.
</reasoning>
</example>

<example>
User: What does the git status command do?
Assistant: The git status command shows the current state of your working directory and staging area. It displays which changes have been staged, which haven't, and which files aren't being tracked by Git. This is a fundamental command for understanding the current state of your repository before making commits.

<reasoning>
The assistant did not use the todo list because this is an informational request with no actual coding task to complete. The user is simply asking for an explanation, not for the assistant to perform multiple steps or tasks.
</reasoning>
</example>

<example>
User: Can you add a comment to the calculateTotal function to explain what it does?
Assistant: Sure, let me add a comment to the calculateTotal function to explain what it does.
* Uses the Edit tool to add a comment to the calculateTotal function *

<reasoning>
The assistant did not use the todo list because this is a single, straightforward task confined to one location in the code. Adding a comment doesn't require tracking multiple steps or systematic organization.
</reasoning>
</example>

<example>
User: Run npm install for me and tell me what happens.
Assistant: I'll run the npm install command for you.

*Executes: npm install*

The command completed successfully. Here's the output:
[Output of npm install command]

All dependencies have been installed according to your package.json file.

<reasoning>
The assistant did not use the todo list because this is a single command execution with immediate results. There are no multiple steps to track or organize, making the todo list unnecessary for this straightforward task.
</reasoning>
</example>

## Task States and Management

1. **Task States**: Use these states to track progress:
   - pending: Task not yet started
   - in_progress: Currently working on (limit to ONE task at a time)
   - completed: Task finished successfully
   - cancelled: Task no longer needed

2. **Task Management**:
   - Update task status in real-time as you work
   - Mark tasks complete IMMEDIATELY after finishing (don't batch completions)
   - Only have ONE task in_progress at any time
   - Complete current tasks before starting new ones
   - Cancel tasks that become irrelevant

3. **Task Breakdown**:
   - Create specific, actionable items
   - Break complex tasks into smaller, manageable steps
   - Use clear, descriptive task names

When in doubt, use this tool. Being proactive with task management demonstrates attentiveness and ensures you complete all requirements successfully.
","{""$schema"": ""http://json-schema.org/draft-07/schema#"", ""additionalProperties"": false, ""properties"": {""todos"": {""description"": ""The updated todo list"", ""items"": {""additionalProperties"": false, ""properties"": {""content"": {""minLength"": 1, ""type"": ""string""}, ""id"": {""type"": ""string""}, ""priority"": {""enum"": [""high"", ""medium"", ""low""], ""type"": ""string""}, ""status"": {""enum"": [""pending"", ""in_progress"", ""completed""], ""type"": ""string""}}, ""required"": [""content"", ""status"", ""priority"", ""id""], ""type"": ""object""}, ""type"": ""array""}}, ""required"": [""todos""], ""type"": ""object""}"
claude-code/1.0.18,claude-code,1.0.18,2025-06-09T23:27:59.204Z,12,WebFetch,946,331,2,2,trace,"
- Fetches content from a specified URL and processes it using an AI model
- Takes a URL and a prompt as input
- Fetches the URL content, converts HTML to markdown
- Processes the content with the prompt using a small, fast model
- Returns the model's response about the content
- Use this tool when you need to retrieve and analyze web content

Usage notes:
  - IMPORTANT: If an MCP-provided web fetch tool is available, prefer using that tool instead of this one, as it may have fewer restrictions. All MCP-provided tools start with ""mcp__"".
  - The URL must be a fully-formed valid URL
  - HTTP URLs will be automatically upgraded to HTTPS
  - The prompt should describe what information you want to extract from the page
  - This tool is read-only and does not modify any files
  - Results may be summarized if the content is very large
  - Includes a self-cleaning 15-minute cache for faster responses when repeatedly accessing the same URL
","{""$schema"": ""http://json-schema.org/draft-07/schema#"", ""additionalProperties"": false, ""properties"": {""prompt"": {""description"": ""The prompt to run on the fetched content"", ""type"": ""string""}, ""url"": {""description"": ""The URL to fetch content from"", ""format"": ""uri"", ""type"": ""string""}}, ""required"": [""url"", ""prompt""], ""type"": ""object""}"
claude-code/1.0.18,claude-code,1.0.18,2025-06-09T23:27:59.204Z,13,WebSearch,482,494,3,1,trace,"
- Allows Claude to search the web and use the results to inform responses
- Provides up-to-date information for current events and recent data
- Returns search result information formatted as search result blocks
- Use this tool for accessing information beyond Claude's knowledge cutoff
- Searches are performed automatically within a single API call

Usage notes:
  - Domain filtering is supported to include or block specific websites
  - Web search is only available in the US
","{""$schema"": ""http://json-schema.org/draft-07/schema#"", ""additionalProperties"": false, ""properties"": {""allowed_domains"": {""description"": ""Only include search results from these domains"", ""items"": {""type"": ""string""}, ""type"": ""array""}, ""blocked_domains"": {""description"": ""Never include search results from these domains"", ""items"": {""type"": ""string""}, ""type"": ""array""}, ""query"": {""description"": ""The search query to use"", ""minLength"": 2, ""type"": ""string""}}, ""required"": [""query""], ""type"": ""object""}"
claude-code/1.0.18,claude-code,1.0.18,2025-06-09T23:27:59.204Z,14,Write,622,362,2,2,trace,"Writes a file to the local filesystem.

Usage:
- This tool will overwrite the existing file if there is one at the provided path.
- If this is an existing file, you MUST use the Read tool first to read the file's contents. This tool will fail if you did not read the file first.
- ALWAYS prefer editing existing files in the codebase. NEVER write new files unless explicitly required.
- NEVER proactively create documentation files (*.md) or README files. Only create documentation files if explicitly requested by the User.
- Only use emojis if the user explicitly requests it. Avoid writing emojis to files unless asked.","{""$schema"": ""http://json-schema.org/draft-07/schema#"", ""additionalProperties"": false, ""properties"": {""content"": {""description"": ""The content to write to the file"", ""type"": ""string""}, ""file_path"": {""description"": ""The absolute path to the file to write (must be absolute, not relative)"", ""type"": ""string""}}, ""required"": [""file_path"", ""content""], ""type"": ""object""}"
claude-code/1.0.19,claude-code,1.0.19,2025-06-10T18:36:18.261Z,0,Bash,7474,666,3,1,trace,"Executes a given bash command in a persistent shell session with optional timeout, ensuring proper handling and security measures.

Before executing the command, please follow these steps:

1. Directory Verification:
   - If the command will create new directories or files, first use the LS tool to verify the parent directory exists and is the correct location
   - For example, before running ""mkdir foo/bar"", first use LS to check that ""foo"" exists and is the intended parent directory

2. Command Execution:
   - Always quote file paths that contain spaces with double quotes (e.g., cd ""path with spaces/file.txt"")
   - Examples of proper quoting:
     - cd ""/Users/name/My Documents"" (correct)
     - cd /Users/name/My Documents (incorrect - will fail)
     - python ""/path/with spaces/script.py"" (correct)
     - python /path/with spaces/script.py (incorrect - will fail)
   - After ensuring proper quoting, execute the command.
   - Capture the output of the command.

Usage notes:
  - The command argument is required.
  - You can specify an optional timeout in milliseconds (up to 600000ms / 10 minutes). If not specified, commands will timeout after 120000ms (2 minutes).
  - It is very helpful if you write a clear, concise description of what this command does in 5-10 words.
  - If the output exceeds 30000 characters, output will be truncated before being returned to you.
  - VERY IMPORTANT: You MUST avoid using search commands like `find` and `grep`. Instead use Grep, Glob, or Task to search. You MUST avoid read tools like `cat`, `head`, `tail`, and `ls`, and use Read and LS to read files.
  - If you _still_ need to run `grep`, STOP. ALWAYS USE ripgrep at `rg` first, which all Claude Code users have pre-installed.
  - When issuing multiple commands, use the ';' or '&&' operator to separate them. DO NOT use newlines (newlines are ok in quoted strings).
  - Try to maintain your current working directory throughout the session by using absolute paths and avoiding usage of `cd`. You may use `cd` if the User explicitly requests it.
    <good-example>
    pytest /foo/bar/tests
    </good-example>
    <bad-example>
    cd /foo/bar && pytest tests
    </bad-example>


# Committing changes with git

When the user asks you to create a new git commit, follow these steps carefully:

1. You have the capability to call multiple tools in a single response. When multiple independent pieces of information are requested, batch your tool calls together for optimal performance. ALWAYS run the following bash commands in parallel, each using the Bash tool:
  - Run a git status command to see all untracked files.
  - Run a git diff command to see both staged and unstaged changes that will be committed.
  - Run a git log command to see recent commit messages, so that you can follow this repository's commit message style.
2. Analyze all staged changes (both previously staged and newly added) and draft a commit message:
  - Summarize the nature of the changes (eg. new feature, enhancement to an existing feature, bug fix, refactoring, test, docs, etc.). Ensure the message accurately reflects the changes and their purpose (i.e. ""add"" means a wholly new feature, ""update"" means an enhancement to an existing feature, ""fix"" means a bug fix, etc.).
  - Check for any sensitive information that shouldn't be committed
  - Draft a concise (1-2 sentences) commit message that focuses on the ""why"" rather than the ""what""
  - Ensure it accurately reflects the changes and their purpose
3. You have the capability to call multiple tools in a single response. When multiple independent pieces of information are requested, batch your tool calls together for optimal performance. ALWAYS run the following commands in parallel:
   - Add relevant untracked files to the staging area.
   - Create the commit with a message ending with:
   🤖 Generated with [Claude Code](https://claude.ai/code)

   Co-Authored-By: Claude <noreply@anthropic.com>
   - Run git status to make sure the commit succeeded.
4. If the commit fails due to pre-commit hook changes, retry the commit ONCE to include these automated changes. If it fails again, it usually means a pre-commit hook is preventing the commit. If the commit succeeds but you notice that files were modified by the pre-commit hook, you MUST amend your commit to include them.

Important notes:
- NEVER update the git config
- DO NOT run additional commands to read or explore code, beyond what is available in the git context
- DO NOT use the TodoWrite or Task tools
- DO NOT push to the remote repository unless the user explicitly asks you to do so
- IMPORTANT: Never use git commands with the -i flag (like git rebase -i or git add -i) since they require interactive input which is not supported.
- If there are no changes to commit (i.e., no untracked files and no modifications), do not create an empty commit
- In order to ensure good formatting, ALWAYS pass the commit message via a HEREDOC, a la this example:
<example>
git commit -m ""$(cat <<'EOF'
   Commit message here.

   🤖 Generated with [Claude Code](https://claude.ai/code)

   Co-Authored-By: Claude <noreply@anthropic.com>
   EOF
   )""
</example>

# Creating pull requests
Use the gh command via the Bash tool for ALL GitHub-related tasks including working with issues, pull requests, checks, and releases. If given a Github URL use the gh command to get the information needed.

IMPORTANT: When the user asks you to create a pull request, follow these steps carefully:

1. You have the capability to call multiple tools in a single response. When multiple independent pieces of information are requested, batch your tool calls together for optimal performance. ALWAYS run the following bash commands in parallel using the Bash tool, in order to understand the current state of the branch since it diverged from the main branch:
   - Run a git status command to see all untracked files
   - Run a git diff command to see both staged and unstaged changes that will be committed
   - Check if the current branch tracks a remote branch and is up to date with the remote, so you know if you need to push to the remote
   - Run a git log command and `git diff main...HEAD` (or master...HEAD) to understand the full commit history for the current branch (from the time it diverged from the `main` branch)
2. Analyze all changes that will be included in the pull request, making sure to look at all relevant commits (NOT just the latest commit, but ALL commits that will be included in the pull request!!!), and draft a pull request summary
3. You have the capability to call multiple tools in a single response. When multiple independent pieces of information are requested, batch your tool calls together for optimal performance. ALWAYS run the following commands in parallel:
   - Create new branch if needed
   - Push to remote with -u flag if needed
   - Create PR using gh pr create with the format below. Use a HEREDOC to pass the body to ensure correct formatting.
<example>
gh pr create --title ""the pr title"" --body ""$(cat <<'EOF'
## Summary
<1-3 bullet points>

## Test plan
[Checklist of TODOs for testing the pull request...]

🤖 Generated with [Claude Code](https://claude.ai/code)
EOF
)""
</example>

Important:
- NEVER update the git config
- DO NOT use the TodoWrite or Task tools
- Return the PR URL when you're done, so the user can see it

# Other common operations
- View comments on a Github PR: gh api repos/foo/bar/pulls/123/comments","{""$schema"": ""http://json-schema.org/draft-07/schema#"", ""additionalProperties"": false, ""properties"": {""command"": {""description"": ""The command to execute"", ""type"": ""string""}, ""description"": {""description"": "" Clear, concise description of what this command does in 5-10 words. Examples:\nInput: ls\nOutput: Lists files in current directory\n\nInput: git status\nOutput: Shows working tree status\n\nInput: npm install\nOutput: Installs package dependencies\n\nInput: mkdir foo\nOutput: Creates directory 'foo'"", ""type"": ""string""}, ""timeout"": {""description"": ""Optional timeout in milliseconds (max 600000)"", ""type"": ""number""}}, ""required"": [""command""], ""type"": ""object""}"
claude-code/1.0.19,claude-code,1.0.19,2025-06-10T18:36:18.261Z,1,Edit,1110,578,4,3,trace,"Performs exact string replacements in files. 

Usage:
- You must use your `Read` tool at least once in the conversation before editing. This tool will error if you attempt an edit without reading the file. 
- When editing text from Read tool output, ensure you preserve the exact indentation (tabs/spaces) as it appears AFTER the line number prefix. The line number prefix format is: spaces + line number + tab. Everything after that tab is the actual file content to match. Never include any part of the line number prefix in the old_string or new_string.
- ALWAYS prefer editing existing files in the codebase. NEVER write new files unless explicitly required.
- Only use emojis if the user explicitly requests it. Avoid adding emojis to files unless asked.
- The edit will FAIL if `old_string` is not unique in the file. Either provide a larger string with more surrounding context to make it unique or use `replace_all` to change every instance of `old_string`. 
- Use `replace_all` for replacing and renaming strings across the file. This parameter is useful if you want to rename a variable for instance.","{""$schema"": ""http://json-schema.org/draft-07/schema#"", ""additionalProperties"": false, ""properties"": {""file_path"": {""description"": ""The absolute path to the file to modify"", ""type"": ""string""}, ""new_string"": {""description"": ""The text to replace it with (must be different from old_string)"", ""type"": ""string""}, ""old_string"": {""description"": ""The text to replace"", ""type"": ""string""}, ""replace_all"": {""default"": false, ""description"": ""Replace all occurences of old_string (default false)"", ""type"": ""boolean""}}, ""required"": [""file_path"", ""old_string"", ""new_string""], ""type"": ""object""}"
claude-code/1.0.19,claude-code,1.0.19,2025-06-10T18:36:18.261Z,2,Glob,545,552,2,1,trace,"- Fast file pattern matching tool that works with any codebase size
- Supports glob patterns like ""**/*.js"" or ""src/**/*.ts""
- Returns matching file paths sorted by modification time
- Use this tool when you need to find files by name patterns
- When you are doing an open ended search that may require multiple rounds of globbing and grepping, use the Agent tool instead
- You have the capability to call multiple tools in a single response. It is always better to speculatively perform multiple searches as a batch that are potentially useful.","{""$schema"": ""http://json-schema.org/draft-07/schema#"", ""additionalProperties"": false, ""properties"": {""path"": {""description"": ""The directory to search in. If not specified, the current working directory will be used. IMPORTANT: Omit this field to use the default directory. DO NOT enter \""undefined\"" or \""null\"" - simply omit it for the default behavior. Must be a valid directory path if provided."", ""type"": ""string""}, ""pattern"": {""description"": ""The glob pattern to match files against"", ""type"": ""string""}}, ""required"": [""pattern""], ""type"": ""object""}"
claude-code/1.0.19,claude-code,1.0.19,2025-06-10T18:36:18.261Z,3,Grep,674,491,3,1,trace,"
- Fast content search tool that works with any codebase size
- Searches file contents using regular expressions
- Supports full regex syntax (eg. ""log.*Error"", ""function\s+\w+"", etc.)
- Filter files by pattern with the include parameter (eg. ""*.js"", ""*.{ts,tsx}"")
- Returns file paths with at least one match sorted by modification time
- Use this tool when you need to find files containing specific patterns
- If you need to identify/count the number of matches within files, use the Bash tool with `rg` (ripgrep) directly. Do NOT use `grep`.
- When you are doing an open ended search that may require multiple rounds of globbing and grepping, use the Agent tool instead
","{""$schema"": ""http://json-schema.org/draft-07/schema#"", ""additionalProperties"": false, ""properties"": {""include"": {""description"": ""File pattern to include in the search (e.g. \""*.js\"", \""*.{ts,tsx}\"")"", ""type"": ""string""}, ""path"": {""description"": ""The directory to search in. Defaults to the current working directory."", ""type"": ""string""}, ""pattern"": {""description"": ""The regular expression pattern to search for in file contents"", ""type"": ""string""}}, ""required"": [""pattern""], ""type"": ""object""}"
claude-code/1.0.19,claude-code,1.0.19,2025-06-10T18:36:18.261Z,4,LS,294,371,2,1,trace,"Lists files and directories in a given path. The path parameter must be an absolute path, not a relative path. You can optionally provide an array of glob patterns to ignore with the ignore parameter. You should generally prefer the Glob and Grep tools, if you know which directories to search.","{""$schema"": ""http://json-schema.org/draft-07/schema#"", ""additionalProperties"": false, ""properties"": {""ignore"": {""description"": ""List of glob patterns to ignore"", ""items"": {""type"": ""string""}, ""type"": ""array""}, ""path"": {""description"": ""The absolute path to the directory to list (must be absolute, not relative)"", ""type"": ""string""}}, ""required"": [""path""], ""type"": ""object""}"
claude-code/1.0.19,claude-code,1.0.19,2025-06-10T18:36:18.261Z,5,MultiEdit,2484,764,2,2,trace,"This is a tool for making multiple edits to a single file in one operation. It is built on top of the Edit tool and allows you to perform multiple find-and-replace operations efficiently. Prefer this tool over the Edit tool when you need to make multiple edits to the same file.

Before using this tool:

1. Use the Read tool to understand the file's contents and context
2. Verify the directory path is correct

To make multiple file edits, provide the following:
1. file_path: The absolute path to the file to modify (must be absolute, not relative)
2. edits: An array of edit operations to perform, where each edit contains:
   - old_string: The text to replace (must match the file contents exactly, including all whitespace and indentation)
   - new_string: The edited text to replace the old_string
   - replace_all: Replace all occurences of old_string. This parameter is optional and defaults to false.

IMPORTANT:
- All edits are applied in sequence, in the order they are provided
- Each edit operates on the result of the previous edit
- All edits must be valid for the operation to succeed - if any edit fails, none will be applied
- This tool is ideal when you need to make several changes to different parts of the same file
- For Jupyter notebooks (.ipynb files), use the NotebookEdit instead

CRITICAL REQUIREMENTS:
1. All edits follow the same requirements as the single Edit tool
2. The edits are atomic - either all succeed or none are applied
3. Plan your edits carefully to avoid conflicts between sequential operations

WARNING:
- The tool will fail if edits.old_string doesn't match the file contents exactly (including whitespace)
- The tool will fail if edits.old_string and edits.new_string are the same
- Since edits are applied in sequence, ensure that earlier edits don't affect the text that later edits are trying to find

When making edits:
- Ensure all edits result in idiomatic, correct code
- Do not leave the code in a broken state
- Always use absolute file paths (starting with /)
- Only use emojis if the user explicitly requests it. Avoid adding emojis to files unless asked.
- Use replace_all for replacing and renaming strings across the file. This parameter is useful if you want to rename a variable for instance.

If you want to create a new file, use:
- A new file path, including dir name if needed
- First edit: empty old_string and the new file's contents as new_string
- Subsequent edits: normal edit operations on the created content","{""$schema"": ""http://json-schema.org/draft-07/schema#"", ""additionalProperties"": false, ""properties"": {""edits"": {""description"": ""Array of edit operations to perform sequentially on the file"", ""items"": {""additionalProperties"": false, ""properties"": {""new_string"": {""description"": ""The text to replace it with"", ""type"": ""string""}, ""old_string"": {""description"": ""The text to replace"", ""type"": ""string""}, ""replace_all"": {""default"": false, ""description"": ""Replace all occurences of old_string (default false)."", ""type"": ""boolean""}}, ""required"": [""old_string"", ""new_string""], ""type"": ""object""}, ""minItems"": 1, ""type"": ""array""}, ""file_path"": {""description"": ""The absolute path to the file to modify"", ""type"": ""string""}}, ""required"": [""file_path"", ""edits""], ""type"": ""object""}"
claude-code/1.0.19,claude-code,1.0.19,2025-06-10T18:36:18.261Z,6,NotebookEdit,513,883,5,3,trace,"Completely replaces the contents of a specific cell in a Jupyter notebook (.ipynb file) with new source. Jupyter notebooks are interactive documents that combine code, text, and visualizations, commonly used for data analysis and scientific computing. The notebook_path parameter must be an absolute path, not a relative path. The cell_number is 0-indexed. Use edit_mode=insert to add a new cell at the index specified by cell_number. Use edit_mode=delete to delete the cell at the index specified by cell_number.","{""$schema"": ""http://json-schema.org/draft-07/schema#"", ""additionalProperties"": false, ""properties"": {""cell_number"": {""description"": ""The index of the cell to edit (0-based)"", ""type"": ""number""}, ""cell_type"": {""description"": ""The type of the cell (code or markdown). If not specified, it defaults to the current cell type. If using edit_mode=insert, this is required."", ""enum"": [""code"", ""markdown""], ""type"": ""string""}, ""edit_mode"": {""description"": ""The type of edit to make (replace, insert, delete). Defaults to replace."", ""enum"": [""replace"", ""insert"", ""delete""], ""type"": ""string""}, ""new_source"": {""description"": ""The new source for the cell"", ""type"": ""string""}, ""notebook_path"": {""description"": ""The absolute path to the Jupyter notebook file to edit (must be absolute, not relative)"", ""type"": ""string""}}, ""required"": [""notebook_path"", ""cell_number"", ""new_source""], ""type"": ""object""}"
claude-code/1.0.19,claude-code,1.0.19,2025-06-10T18:36:18.261Z,7,NotebookRead,309,293,1,1,trace,"Reads a Jupyter notebook (.ipynb file) and returns all of the cells with their outputs. Jupyter notebooks are interactive documents that combine code, text, and visualizations, commonly used for data analysis and scientific computing. The notebook_path parameter must be an absolute path, not a relative path.","{""$schema"": ""http://json-schema.org/draft-07/schema#"", ""additionalProperties"": false, ""properties"": {""notebook_path"": {""description"": ""The absolute path to the Jupyter notebook file to read (must be absolute, not relative)"", ""type"": ""string""}}, ""required"": [""notebook_path""], ""type"": ""object""}"
claude-code/1.0.19,claude-code,1.0.19,2025-06-10T18:36:18.261Z,8,Read,1562,507,3,1,trace,"Reads a file from the local filesystem. You can access any file directly by using this tool.
Assume this tool is able to read all files on the machine. If the User provides a path to a file assume that path is valid. It is okay to read a file that does not exist; an error will be returned.

Usage:
- The file_path parameter must be an absolute path, not a relative path
- By default, it reads up to 2000 lines starting from the beginning of the file
- You can optionally specify a line offset and limit (especially handy for long files), but it's recommended to read the whole file by not providing these parameters
- Any lines longer than 2000 characters will be truncated
- Results are returned using cat -n format, with line numbers starting at 1
- This tool allows Claude Code to read images (eg PNG, JPG, etc). When reading an image file the contents are presented visually as Claude Code is a multimodal LLM.
- For Jupyter notebooks (.ipynb files), use the NotebookRead instead
- You have the capability to call multiple tools in a single response. It is always better to speculatively read multiple files as a batch that are potentially useful. 
- You will regularly be asked to read screenshots. If the user provides a path to a screenshot ALWAYS use this tool to view the file at the path. This tool will work with all temporary file paths like /var/folders/123/abc/T/TemporaryItems/NSIRD_screencaptureui_ZfB1tD/Screenshot.png
- If you read a file that exists but has empty contents you will receive a system reminder warning in place of file contents.","{""$schema"": ""http://json-schema.org/draft-07/schema#"", ""additionalProperties"": false, ""properties"": {""file_path"": {""description"": ""The absolute path to the file to read"", ""type"": ""string""}, ""limit"": {""description"": ""The number of lines to read. Only provide if the file is too large to read at once."", ""type"": ""number""}, ""offset"": {""description"": ""The line number to start reading from. Only provide if the file is too large to read at once"", ""type"": ""number""}}, ""required"": [""file_path""], ""type"": ""object""}"
claude-code/1.0.19,claude-code,1.0.19,2025-06-10T18:36:18.261Z,9,Task,2097,336,2,2,trace,"Launch a new agent that has access to the following tools: Bash, Glob, Grep, LS, exit_plan_mode, Read, Edit, MultiEdit, Write, NotebookRead, NotebookEdit, WebFetch, TodoRead, TodoWrite, WebSearch. When you are searching for a keyword or file and are not confident that you will find the right match in the first few tries, use the Agent tool to perform the search for you.

When to use the Agent tool:
- If you are searching for a keyword like ""config"" or ""logger"", or for questions like ""which file does X?"", the Agent tool is strongly recommended

When NOT to use the Agent tool:
- If you want to read a specific file path, use the Read or Glob tool instead of the Agent tool, to find the match more quickly
- If you are searching for a specific class definition like ""class Foo"", use the Glob tool instead, to find the match more quickly
- If you are searching for code within a specific file or set of 2-3 files, use the Read tool instead of the Agent tool, to find the match more quickly
- Writing code and running bash commands (use other tools for that)

Usage notes:
1. Launch multiple agents concurrently whenever possible, to maximize performance; to do that, use a single message with multiple tool uses
2. When the agent is done, it will return a single message back to you. The result returned by the agent is not visible to the user. To show the user the result, you should send a text message back to the user with a concise summary of the result.
3. Each agent invocation is stateless. You will not be able to send additional messages to the agent, nor will the agent be able to communicate with you outside of its final report. Therefore, your prompt should contain a highly detailed task description for the agent to perform autonomously and you should specify exactly what information the agent should return back to you in its final and only message to you.
4. The agent's outputs should generally be trusted
5. Clearly tell the agent whether you expect it to write code or just to do research (search, file reads, web fetches, etc.), since it is not aware of the user's intent","{""$schema"": ""http://json-schema.org/draft-07/schema#"", ""additionalProperties"": false, ""properties"": {""description"": {""description"": ""A short (3-5 word) description of the task"", ""type"": ""string""}, ""prompt"": {""description"": ""The task for the agent to perform"", ""type"": ""string""}}, ""required"": [""description"", ""prompt""], ""type"": ""object""}"
